"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","WHEAT - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT - ACRES PLANTED  -  <b>VALUE</b>","WHEAT - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","KIMBALL","105","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","104,600","","108,000","","2,220,800","","21.2","","4,600","","5,000","","220,800","","48","","100,000","","103,000","","2,000,000","","20","","104,600","","108,000","","2,220,800","","21.2","","4,600","","5,000","","220,800","","48","","100,000","","103,000","","2,000,000","","20",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","MORRILL","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","22,700","","24,000","","814,400","","35.9","","4,400","","4,500","","228,800","","52","","18,300","","19,500","","585,600","","32","","22,700","","24,000","","814,400","","35.9","","4,400","","4,500","","228,800","","52","","18,300","","19,500","","585,600","","32",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SCOTTS BLUFF","157","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","10,900","","13,500","","450,900","","41.4","","5,400","","6,100","","302,400","","56","","5,500","","7,400","","148,500","","27","","10,900","","13,500","","450,900","","41.4","","5,400","","6,100","","302,400","","56","","5,500","","7,400","","148,500","","27",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SHERIDAN","161","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","42,900","","51,000","","1,401,000","","32.7","","7,400","","10,000","","407,000","","55","","35,500","","41,000","","994,000","","28","","42,900","","51,000","","1,401,000","","32.7","","7,400","","10,000","","407,000","","55","","35,500","","41,000","","994,000","","28",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SIOUX","165","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,500","","2,500","","49,500","","33","","900","","1,400","","35,100","","39","","600","","1,100","","14,400","","24","","1,500","","2,500","","49,500","","33","","900","","1,400","","35,100","","39","","600","","1,100","","14,400","","24",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","ADAMS","001","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","12,300","","12,500","","475,900","","38.7","","2,000","","2,000","","136,000","","68","","10,300","","10,500","","339,900","","33","","12,300","","12,500","","475,900","","38.7","","2,000","","2,000","","136,000","","68","","10,300","","10,500","","339,900","","33",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FRANKLIN","061","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","21,500","","22,000","","876,300","","40.8","","3,300","","3,500","","221,100","","67","","18,200","","18,500","","655,200","","36","","21,500","","22,000","","876,300","","40.8","","3,300","","3,500","","221,100","","67","","18,200","","18,500","","655,200","","36",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FURNAS","065","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","66,500","","72,000","","2,158,600","","32.5","","4,800","","5,000","","249,900","","52.1","","61,700","","67,000","","1,908,700","","30.9","","66,500","","72,000","","2,158,600","","32.5","","4,800","","5,000","","249,900","","52.1","","61,700","","67,000","","1,908,700","","30.9",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","GOSPER","073","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","16,000","","17,000","","566,000","","35.4","","2,000","","2,000","","132,000","","66","","14,000","","15,000","","434,000","","31","","16,000","","17,000","","566,000","","35.4","","2,000","","2,000","","132,000","","66","","14,000","","15,000","","434,000","","31",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","HARLAN","083","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","30,600","","36,000","","1,129,900","","36.9","","1,900","","2,000","","125,400","","66","","28,700","","34,000","","1,004,500","","35","","30,600","","36,000","","1,129,900","","36.9","","1,900","","2,000","","125,400","","66","","28,700","","34,000","","1,004,500","","35",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","KEARNEY","099","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","10,600","","11,000","","429,800","","40.5","","2,100","","2,300","","132,300","","63","","8,500","","8,700","","297,500","","35","","10,600","","11,000","","429,800","","40.5","","2,100","","2,300","","132,300","","63","","8,500","","8,700","","297,500","","35",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","PHELPS","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","7,200","","7,500","","385,000","","53.5","","3,700","","3,700","","259,000","","70","","3,500","","3,800","","126,000","","36","","7,200","","7,500","","385,000","","53.5","","3,700","","3,700","","259,000","","70","","3,500","","3,800","","126,000","","36",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","WEBSTER","181","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","36,600","","37,000","","1,316,900","","36","","2,500","","2,500","","157,500","","63","","34,100","","34,500","","1,159,400","","34","","36,600","","37,000","","1,316,900","","36","","2,500","","2,500","","157,500","","63","","34,100","","34,500","","1,159,400","","34",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","CHASE","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","40,800","","47,000","","1,670,600","","40.9","","12,800","","13,000","","1,082,600","","84.6","","28,000","","34,000","","588,000","","21","","40,800","","47,000","","1,670,600","","40.9","","12,800","","13,000","","1,082,600","","84.6","","28,000","","34,000","","588,000","","21",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","DUNDY","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","38,700","","43,000","","1,359,900","","35.1","","11,300","","11,500","","757,100","","67","","27,400","","31,500","","602,800","","22","","38,700","","43,000","","1,359,900","","35.1","","11,300","","11,500","","757,100","","67","","27,400","","31,500","","602,800","","22",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","FRONTIER","063","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","49,300","","54,000","","1,837,200","","37.3","","3,900","","4,000","","202,800","","52","","45,400","","50,000","","1,634,400","","36","","49,300","","54,000","","1,837,200","","37.3","","3,900","","4,000","","202,800","","52","","45,400","","50,000","","1,634,400","","36",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HAYES","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","34,200","","39,000","","1,265,000","","37","","5,800","","6,000","","469,800","","81","","28,400","","33,000","","795,200","","28","","34,200","","39,000","","1,265,000","","37","","5,800","","6,000","","469,800","","81","","28,400","","33,000","","795,200","","28",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HITCHCOCK","087","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","61,700","","72,000","","1,643,400","","26.6","","2,800","","3,000","","112,000","","40","","58,900","","69,000","","1,531,400","","26","","61,700","","72,000","","1,643,400","","26.6","","2,800","","3,000","","112,000","","40","","58,900","","69,000","","1,531,400","","26",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","KEITH","101","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","43,200","","44,000","","1,484,600","","34.4","","5,000","","5,000","","415,000","","83","","38,200","","39,000","","1,069,600","","28","","43,200","","44,000","","1,484,600","","34.4","","5,000","","5,000","","415,000","","83","","38,200","","39,000","","1,069,600","","28",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","LINCOLN","111","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","28,300","","31,000","","991,300","","35","","7,300","","7,500","","445,300","","61","","21,000","","23,500","","546,000","","26","","28,300","","31,000","","991,300","","35","","7,300","","7,500","","445,300","","61","","21,000","","23,500","","546,000","","26",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","PERKINS","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","105,200","","108,000","","3,380,800","","32.1","","10,800","","11,000","","842,400","","78","","94,400","","97,000","","2,538,400","","26.9","","105,200","","108,000","","3,380,800","","32.1","","10,800","","11,000","","842,400","","78","","94,400","","97,000","","2,538,400","","26.9",""
"SURVEY","2006","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","RED WILLOW","145","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","65,700","","67,000","","2,817,900","","42.9","","3,900","","4,000","","222,300","","57","","61,800","","63,000","","2,595,600","","42","","65,700","","67,000","","2,817,900","","42.9","","3,900","","4,000","","222,300","","57","","61,800","","63,000","","2,595,600","","42",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","BUFFALO","019","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","8,400","","8,900","","345,200","","41.1","","2,400","","2,600","","123,200","","51.3","","6,000","","6,300","","222,000","","37","","8,400","","8,900","","345,200","","41.1","","2,400","","2,600","","123,200","","51.3","","6,000","","6,300","","222,000","","37",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","14,500","","15,000","","619,500","","42.7","","700","","700","","39,900","","57","","13,800","","14,300","","579,600","","42","","14,500","","15,000","","619,500","","42.7","","700","","700","","39,900","","57","","13,800","","14,300","","579,600","","42",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","4,900","","5,100","","229,800","","46.9","","","","","","","","","","4,500","","4,700","","207,000","","46","","4,900","","5,100","","229,800","","46.9","","","","","","","","","","4,500","","4,700","","207,000","","46",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,400","","2,400","","113,000","","47.1","","700","","700","","39,900","","57","","1,700","","1,700","","73,100","","43","","2,400","","2,400","","113,000","","47.1","","700","","700","","39,900","","57","","1,700","","1,700","","73,100","","43",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,400","","3,600","","163,200","","48","","1,700","","1,700","","96,900","","57","","1,700","","1,900","","66,300","","39","","3,400","","3,600","","163,200","","48","","1,700","","1,700","","96,900","","57","","1,700","","1,900","","66,300","","39",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,500","","2,900","","85,300","","34.1","","","","","","","","","","2,200","","2,500","","68,200","","31","","2,500","","2,900","","85,300","","34.1","","","","","","","","","","2,200","","2,500","","68,200","","31",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,800","","2,900","","94,800","","33.9","","","","","","","","","","2,400","","2,500","","72,000","","30","","2,800","","2,900","","94,800","","33.9","","","","","","","","","","2,400","","2,500","","72,000","","30",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,100","","2,200","","91,200","","43.4","","","","","","","","","","1,900","","2,000","","79,800","","42","","2,100","","2,200","","91,200","","43.4","","","","","","","","","","1,900","","2,000","","79,800","","42",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,100","","3,100","","117,800","","38","","","","","","","","","","3,100","","3,100","","117,800","","38","","3,100","","3,100","","117,800","","38","","","","","","","","","","3,100","","3,100","","117,800","","38",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","600","","600","","45,000","","75","","","","","","","","","","","","","","","","","","600","","600","","45,000","","75","","","","","","","","","","","","","","","","",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,000","","2,000","","110,800","","55.4","","1,100","","1,100","","84,700","","77","","900","","900","","26,100","","29","","2,000","","2,000","","110,800","","55.4","","1,100","","1,100","","84,700","","77","","900","","900","","26,100","","29",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","6,700","","7,200","","344,300","","51.4","","2,400","","2,500","","168,000","","70","","4,300","","4,700","","176,300","","41","","6,700","","7,200","","344,300","","51.4","","2,400","","2,500","","168,000","","70","","4,300","","4,700","","176,300","","41",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,900","","1,900","","91,200","","48","","","","","","","","","","1,700","","1,700","","78,200","","46","","1,900","","1,900","","91,200","","48","","","","","","","","","","1,700","","1,700","","78,200","","46",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","MCPHERSON","117","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","500","","500","","17,500","","35","","","","","","","","","","500","","500","","17,500","","35","","500","","500","","17,500","","35","","","","","","","","","","500","","500","","17,500","","35",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","BOX BUTTE","013","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","104,200","","113,000","","5,010,800","","48.1","","22,800","","24,000","","1,592,000","","69.8","","81,400","","89,000","","3,418,800","","42","","104,200","","113,000","","5,010,800","","48.1","","22,800","","24,000","","1,592,000","","69.8","","81,400","","89,000","","3,418,800","","42",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","CHEYENNE","033","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","190,000","","200,000","","5,287,200","","27.8","","9,800","","11,000","","392,000","","40","","180,200","","189,000","","4,895,200","","27.2","","190,000","","200,000","","5,287,200","","27.8","","9,800","","11,000","","392,000","","40","","180,200","","189,000","","4,895,200","","27.2",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DAWES","045","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","36,900","","41,000","","1,393,300","","37.8","","1,000","","1,100","","65,000","","65","","35,900","","39,900","","1,328,300","","37","","36,900","","41,000","","1,393,300","","37.8","","1,000","","1,100","","65,000","","65","","35,900","","39,900","","1,328,300","","37",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DEUEL","049","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","86,000","","96,000","","2,428,800","","28.2","","1,600","","1,800","","65,600","","41","","84,400","","94,200","","2,363,200","","28","","86,000","","96,000","","2,428,800","","28.2","","1,600","","1,800","","65,600","","41","","84,400","","94,200","","2,363,200","","28",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","GARDEN","069","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","42,000","","48,000","","1,203,300","","28.7","","2,100","","2,200","","86,100","","41","","39,900","","45,800","","1,117,200","","28","","42,000","","48,000","","1,203,300","","28.7","","2,100","","2,200","","86,100","","41","","39,900","","45,800","","1,117,200","","28",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","KIMBALL","105","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","110,400","","112,000","","2,841,700","","25.7","","4,300","","4,500","","189,200","","44","","106,100","","107,500","","2,652,500","","25","","110,400","","112,000","","2,841,700","","25.7","","4,300","","4,500","","189,200","","44","","106,100","","107,500","","2,652,500","","25",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","MORRILL","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","29,600","","31,000","","1,108,000","","37.4","","6,800","","7,100","","401,200","","59","","22,800","","23,900","","706,800","","31","","29,600","","31,000","","1,108,000","","37.4","","6,800","","7,100","","401,200","","59","","22,800","","23,900","","706,800","","31",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SCOTTS BLUFF","157","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","13,600","","14,000","","482,800","","35.5","","6,800","","7,100","","278,800","","41","","6,800","","6,900","","204,000","","30","","13,600","","14,000","","482,800","","35.5","","6,800","","7,100","","278,800","","41","","6,800","","6,900","","204,000","","30",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SHERIDAN","161","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","50,600","","55,000","","2,268,200","","44.8","","5,500","","5,700","","374,000","","68","","45,100","","49,300","","1,894,200","","42","","50,600","","55,000","","2,268,200","","44.8","","5,500","","5,700","","374,000","","68","","45,100","","49,300","","1,894,200","","42",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SIOUX","165","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,700","","2,000","","87,500","","51.5","","700","","800","","45,500","","65","","1,000","","1,200","","42,000","","42","","1,700","","2,000","","87,500","","51.5","","700","","800","","45,500","","65","","1,000","","1,200","","42,000","","42",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","ADAMS","001","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","11,100","","11,500","","500,400","","45.1","","","","","","","","","","10,800","","11,200","","486,000","","45","","11,100","","11,500","","500,400","","45.1","","","","","","","","","","10,800","","11,200","","486,000","","45",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FRANKLIN","061","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","19,800","","20,500","","901,500","","45.5","","2,100","","2,100","","105,000","","50","","17,700","","18,400","","796,500","","45","","19,800","","20,500","","901,500","","45.5","","2,100","","2,100","","105,000","","50","","17,700","","18,400","","796,500","","45",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FURNAS","065","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","71,900","","73,000","","3,171,700","","44.1","","5,000","","5,100","","295,000","","59","","66,900","","67,900","","2,876,700","","43","","71,900","","73,000","","3,171,700","","44.1","","5,000","","5,100","","295,000","","59","","66,900","","67,900","","2,876,700","","43",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","GOSPER","073","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","18,300","","18,500","","848,900","","46.4","","1,900","","1,900","","127,300","","67","","16,400","","16,600","","721,600","","44","","18,300","","18,500","","848,900","","46.4","","1,900","","1,900","","127,300","","67","","16,400","","16,600","","721,600","","44",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","HARLAN","083","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","33,000","","34,000","","1,556,400","","47.2","","1,800","","2,000","","90,000","","50","","31,200","","32,000","","1,466,400","","47","","33,000","","34,000","","1,556,400","","47.2","","1,800","","2,000","","90,000","","50","","31,200","","32,000","","1,466,400","","47",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","KEARNEY","099","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","10,300","","11,000","","510,600","","49.6","","","","","","","","","","9,400","","9,900","","451,200","","48","","10,300","","11,000","","510,600","","49.6","","","","","","","","","","9,400","","9,900","","451,200","","48",""
"SURVEY","2005","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","PHELPS","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","7,300","","8,500","","378,400","","51.8","","3,200","","3,700","","214,400","","67","","4,100","","4,800","","164,000","","40","","7,300","","8,500","","378,400","","51.8","","3,200","","3,700","","214,400","","67","","4,100","","4,800","","164,000","","40",""
